Time,PET_Indoor,PET_Target,SP_Target
2021-04-01 14:10:00+08:00,23.08184183,22.995,22.9
2021-04-01 14:20:00+08:00,22.60554333,22.99,22.9
2021-04-01 14:30:00+08:00,22.77825667,22.99,22.9
2021-04-01 14:40:00+08:00,22.45447417,22.99,22.9
2021-04-01 14:50:00+08:00,22.64652817,22.99,22.9
2021-04-01 15:00:00+08:00,22.62040633,22.99,22.9
2021-04-01 15:10:00+08:00,22.4445985,22.99,23.2
2021-04-01 15:20:00+08:00,22.83212817,23,23
2021-04-01 15:30:00+08:00,22.31399383,22.99,23.3
2021-04-01 15:40:00+08:00,22.786386,23,23
2021-04-01 15:50:00+08:00,23.07694167,22.99,22.9
2021-04-01 16:00:00+08:00,22.62538333,23.01,23.2
2021-04-01 16:10:00+08:00,22.75965217,23.025,23.1
2021-04-01 16:20:00+08:00,23.0877985,23,22.9
2021-04-01 16:30:00+08:00,22.64432583,23.01,23.2
2021-04-01 16:40:00+08:00,22.76609867,23.025,23.1
2021-04-01 16:50:00+08:00,23.07487783,23.01,23
2021-04-01 17:00:00+08:00,22.670013,23,23
2021-04-01 17:10:00+08:00,22.7594495,23,23
2021-04-01 17:20:00+08:00,23.0723625,23,23
2021-04-01 17:30:00+08:00,22.52746367,23,23
2021-04-01 17:40:00+08:00,22.86479,22.99,23
2021-04-01 17:50:00+08:00,23.0711255,22.99,23
2021-04-01 18:00:00+08:00,22.66598467,22.99,23
2021-04-01 18:10:00+08:00,22.70053767,23,23.1
2021-04-01 18:20:00+08:00,22.7288095,23,23.1
2021-04-01 18:30:00+08:00,22.41434083,23.02,23.3
2021-04-01 18:40:00+08:00,22.9474845,22.98,22.9
2021-04-01 18:50:00+08:00,23.063824,23.02,23
2021-04-01 19:00:00+08:00,22.71214967,22.97,23.1
2021-04-01 19:10:00+08:00,22.59818383,23.02,23.2
2021-04-01 19:20:00+08:00,22.990339,22.975,22.9
2021-04-01 19:30:00+08:00,23.07955533,22.97,22.9
2021-04-01 19:40:00+08:00,22.63894633,23,23.2
2021-04-01 19:50:00+08:00,22.83386483,23,23.2
2021-04-01 20:00:00+08:00,23.0703095,23.01,23.2
2021-04-01 20:10:00+08:00,22.792985,23.01,23.2
2021-04-01 20:20:00+08:00,22.64523683,23.01,23.2
2021-04-01 20:30:00+08:00,22.97704017,23.01,23.2
2021-04-01 20:40:00+08:00,23.066669,23,23.2
2021-04-01 20:50:00+08:00,22.90828733,23,23.2
2021-04-01 21:00:00+08:00,23.76366717,23,23.2
2021-04-01 21:10:00+08:00,24.29304417,23.03,22.5
2021-04-01 21:20:00+08:00,24.20021833,22.98,22.5
2021-04-01 21:30:00+08:00,23.973619,23.025,22.7
2021-04-01 21:40:00+08:00,23.7819465,22.995,22.7
2021-04-01 21:50:00+08:00,23.57564317,23,22.8
2021-04-01 22:00:00+08:00,23.39564733,23.015,22.9
2021-04-01 22:10:00+08:00,23.244691,22.99,22.9
2021-04-01 22:20:00+08:00,23.11564917,23.01,23
2021-04-01 22:30:00+08:00,23.01805517,23,23
2021-04-01 22:40:00+08:00,22.91111133,23.025,23.1
2021-04-01 22:50:00+08:00,22.84375917,23.015,23.1
2021-04-01 23:00:00+08:00,22.786791,23.02,23.1
2021-04-01 23:10:00+08:00,22.72,23.02,23.1
2021-04-01 23:20:00+08:00,22.622238,23.02,23.1
2021-04-01 23:30:00+08:00,22.587,23.02,23.1
2021-04-01 23:40:00+08:00,22.523806,23.015,23.1
2021-04-01 23:50:00+08:00,22.523,23.015,23.1
2021-04-02 00:00:00+08:00,22.51279617,23.015,23.1
2021-04-02 00:10:00+08:00,22.44767817,22.98,23.2
2021-04-02 00:20:00+08:00,22.453,22.99,23.2
2021-04-02 00:30:00+08:00,22.453,22.99,23.2
2021-04-02 00:40:00+08:00,22.452,22.99,23.2
2021-04-02 00:50:00+08:00,22.455,22.99,23.2
2021-04-02 01:00:00+08:00,22.454,22.99,23.2
2021-04-02 01:10:00+08:00,22.452,22.99,23.2
2021-04-02 01:20:00+08:00,22.453,22.99,23.2
2021-04-02 01:30:00+08:00,22.453,22.99,23.2
2021-04-02 01:40:00+08:00,22.453,22.99,23.2
2021-04-02 01:50:00+08:00,22.452,22.99,23.2
2021-04-02 02:00:00+08:00,22.449,22.99,23.2
2021-04-02 02:10:00+08:00,22.449,22.98,23.2
2021-04-02 02:20:00+08:00,22.449,22.98,23.2
2021-04-02 02:30:00+08:00,22.448,22.98,23.2
2021-04-02 02:40:00+08:00,22.448,22.98,23.2
2021-04-02 02:50:00+08:00,22.448,22.98,23.2
2021-04-02 03:00:00+08:00,22.447,22.98,23.2
2021-04-02 03:10:00+08:00,22.447,22.98,23.2
2021-04-02 03:20:00+08:00,22.447,22.98,23.2
2021-04-02 03:30:00+08:00,22.446,22.98,23.2
2021-04-02 03:40:00+08:00,22.444,22.98,23.2
2021-04-02 03:50:00+08:00,22.444,23.03,23.3
2021-04-02 04:00:00+08:00,22.443,23.03,23.3
2021-04-02 04:10:00+08:00,22.443,23.03,23.3
2021-04-02 04:20:00+08:00,22.443,23.03,23.3
2021-04-02 04:30:00+08:00,22.443,23.03,23.3
2021-04-02 04:40:00+08:00,22.44541217,23.03,23.3
2021-04-02 04:50:00+08:00,22.45207083,23.03,23.3
2021-04-02 05:00:00+08:00,22.45524283,23.03,23.3
2021-04-02 05:10:00+08:00,22.4634235,23.03,23.3
2021-04-02 05:20:00+08:00,22.507128,23.03,23.3
2021-04-02 05:30:00+08:00,22.511,23.03,23.3
2021-04-02 05:40:00+08:00,22.51,23.03,23.3
2021-04-02 05:50:00+08:00,22.511,23.03,23.3
2021-04-02 06:00:00+08:00,22.511,23.03,23.3
2021-04-02 06:10:00+08:00,22.51,22.99,23.2
2021-04-02 06:20:00+08:00,22.511,22.99,23.2
2021-04-02 06:30:00+08:00,22.511,22.99,23.2
2021-04-02 06:40:00+08:00,22.511,22.99,23.2
2021-04-02 06:50:00+08:00,22.512,22.99,23.2
2021-04-02 07:00:00+08:00,22.513,22.99,23.2
2021-04-02 07:10:00+08:00,22.56079433,23.01,23.2
2021-04-02 07:20:00+08:00,22.585,23.01,23.2
2021-04-02 07:30:00+08:00,22.60499867,23.02,23.2
2021-04-02 07:40:00+08:00,22.8337745,23.025,23.1
2021-04-02 07:50:00+08:00,23.03916283,22.99,23
2021-04-02 08:00:00+08:00,23.39670367,23.03,23.1
2021-04-02 08:10:00+08:00,22.628509,22.98,23
2021-04-02 08:20:00+08:00,22.7994075,22.98,23
2021-04-02 08:30:00+08:00,23.05145483,22.98,23
2021-04-02 08:40:00+08:00,22.67539767,22.99,23
2021-04-02 08:50:00+08:00,22.690955,22.99,23
2021-04-02 09:00:00+08:00,23.07632767,22.99,23
2021-04-02 09:10:00+08:00,22.5629295,22.98,23.2
2021-04-02 09:20:00+08:00,22.9890665,22.98,22.9
2021-04-02 09:30:00+08:00,22.76143933,22.99,23.1
2021-04-02 09:40:00+08:00,22.71741733,23,23.1
2021-04-02 09:50:00+08:00,22.99383767,22.975,22.9
2021-04-02 10:00:00+08:00,22.5642055,22.99,23.2
2021-04-02 10:10:00+08:00,23.074367,23.01,22.9
2021-04-02 10:20:00+08:00,22.62025667,23,23.2
2021-04-02 10:30:00+08:00,23.04008117,23,22.9
2021-04-02 10:40:00+08:00,22.75560533,22.995,23.1
2021-04-02 10:50:00+08:00,22.6729895,22.975,23.1
2021-04-02 11:00:00+08:00,23.06897183,22.99,23.1
2021-04-02 11:10:00+08:00,22.58139217,22.99,23.1
2021-04-02 11:20:00+08:00,22.8952625,22.99,23.1
2021-04-02 11:30:00+08:00,22.96977167,22.99,23.1
2021-04-02 11:40:00+08:00,22.6017215,22.99,23.1
2021-04-02 11:50:00+08:00,23.06845217,22.99,23.1
2021-04-02 12:00:00+08:00,22.63365117,22.99,23.1
2021-04-02 12:10:00+08:00,22.881881,23.01,23
2021-04-02 12:20:00+08:00,22.8549845,22.99,23
2021-04-02 12:30:00+08:00,22.66005683,22.99,23.1
2021-04-02 12:40:00+08:00,23.0926245,23.02,22.9
2021-04-02 12:50:00+08:00,22.58838283,23,23.2
2021-04-02 13:00:00+08:00,22.95048467,22.98,22.9
2021-04-02 13:10:00+08:00,23.0858935,22.99,22.9
2021-04-02 13:20:00+08:00,22.62085817,23.01,23.2
2021-04-02 13:30:00+08:00,22.88774133,23.01,23
2021-04-02 13:40:00+08:00,22.94848783,23.01,23
2021-04-02 13:50:00+08:00,22.54453117,23.01,23.2
2021-04-02 14:00:00+08:00,23.01181583,22.995,23.1
2021-04-02 14:10:00+08:00,23.076815,22.99,23.1
2021-04-02 14:20:00+08:00,22.55298233,22.99,23.1
2021-04-02 14:30:00+08:00,22.91994733,22.99,23.1
2021-04-02 14:40:00+08:00,23.02952167,22.99,23.1
2021-04-02 14:50:00+08:00,22.49402117,22.99,23.1
2021-04-02 15:00:00+08:00,22.996045,22.99,23.1
2021-04-02 15:10:00+08:00,22.76851217,23,23.1
2021-04-02 15:20:00+08:00,22.690166,22.995,23.1
2021-04-02 15:30:00+08:00,23.079016,23,22.9
2021-04-02 15:40:00+08:00,22.5190305,23.03,23.3
2021-04-02 15:50:00+08:00,22.9114715,23.02,23
2021-04-02 16:00:00+08:00,23.09066433,22.99,22.9
2021-04-02 16:10:00+08:00,22.889484,23.025,23.1
2021-04-02 16:20:00+08:00,22.57443417,23.01,23.2
2021-04-02 16:30:00+08:00,23.01643317,22.99,22.9
2021-04-02 16:40:00+08:00,23.02615867,22.975,22.9
2021-04-02 16:50:00+08:00,22.50886483,22.97,22.9
2021-04-02 17:00:00+08:00,22.91635667,22.97,22.9
2021-04-02 17:10:00+08:00,23.04598233,22.97,22.9
2021-04-02 17:20:00+08:00,23.07131367,22.97,22.9
2021-04-02 17:30:00+08:00,22.58845133,23.02,23
2021-04-02 17:40:00+08:00,22.88776183,23.02,23
2021-04-02 17:50:00+08:00,23.05261833,23.02,23
2021-04-02 18:00:00+08:00,22.95058117,23.02,23
2021-04-02 18:10:00+08:00,22.5667195,22.99,23.2
2021-04-02 18:20:00+08:00,22.9239795,23.01,23
2021-04-02 18:30:00+08:00,23.06686733,22.975,22.9
2021-04-02 18:40:00+08:00,22.95697583,22.99,23
2021-04-02 18:50:00+08:00,22.5885785,23,23.2
2021-04-02 19:00:00+08:00,22.9185295,23.01,23
2021-04-02 19:10:00+08:00,23.07062883,22.975,22.9
2021-04-02 19:20:00+08:00,22.82815183,23.005,23.1
2021-04-02 19:30:00+08:00,22.6090965,23.01,23.2
2021-04-02 19:40:00+08:00,22.966988,23.02,23
2021-04-02 19:50:00+08:00,23.0861185,23,23
2021-04-02 20:00:00+08:00,22.75775867,23,23
2021-04-02 20:10:00+08:00,22.673923,23,23
2021-04-02 20:20:00+08:00,23.00416833,23,23
2021-04-02 20:30:00+08:00,23.07499083,23,23
2021-04-02 20:40:00+08:00,22.6938605,23,23
2021-04-02 20:50:00+08:00,22.695307,23,23
2021-04-02 21:00:00+08:00,22.97847583,23,23
2021-04-02 21:10:00+08:00,23.06974467,23.02,23
2021-04-02 21:20:00+08:00,22.6918965,23.01,23.2
2021-04-02 21:30:00+08:00,22.75482767,23.005,23.1
2021-04-02 21:40:00+08:00,23.0565165,22.975,22.9
2021-04-02 21:50:00+08:00,22.7850525,22.985,23.1
2021-04-02 22:00:00+08:00,23.66967017,22.99,22.6
2021-04-02 22:10:00+08:00,24.14927433,23,22.5
2021-04-02 22:20:00+08:00,24.10421033,23.01,22.6
2021-04-02 22:30:00+08:00,23.90281883,23.01,22.7
2021-04-02 22:40:00+08:00,23.68418267,23.02,22.8
2021-04-02 22:50:00+08:00,23.49162917,23.01,22.8
2021-04-02 23:00:00+08:00,23.32937733,23.02,22.8
2021-04-02 23:10:00+08:00,23.17931983,23.02,22.8
2021-04-02 23:20:00+08:00,23.06398217,23.02,22.8
2021-04-02 23:30:00+08:00,22.954667,23.02,22.8
2021-04-02 23:40:00+08:00,22.875706,23.02,22.8
2021-04-02 23:50:00+08:00,22.80496917,23.02,22.8
2021-04-03 00:00:00+08:00,22.74563183,23.02,22.8
2021-04-03 00:10:00+08:00,22.67927833,22.98,23.1
2021-04-03 00:20:00+08:00,22.582,23.01,23.2
2021-04-03 00:30:00+08:00,22.591,23.02,23.2
2021-04-03 00:40:00+08:00,22.5880935,23.02,23.2
2021-04-03 00:50:00+08:00,22.52002967,23,23.2
2021-04-03 01:00:00+08:00,22.523,23,23.2
2021-04-03 01:10:00+08:00,22.523,23,23.2
2021-04-03 01:20:00+08:00,22.4898135,22.99,23.2
2021-04-03 01:30:00+08:00,22.452639,22.99,23.2
2021-04-03 01:40:00+08:00,22.454,22.99,23.2
2021-04-03 01:50:00+08:00,22.453,22.99,23.2
2021-04-03 02:00:00+08:00,22.454,22.99,23.2
2021-04-03 02:10:00+08:00,22.454,22.99,23.2
2021-04-03 02:20:00+08:00,22.453,22.99,23.2
2021-04-03 02:30:00+08:00,22.454,22.99,23.2
2021-04-03 02:40:00+08:00,22.454,22.99,23.2
2021-04-03 02:50:00+08:00,22.454,22.99,23.2
2021-04-03 03:00:00+08:00,22.454,22.98,23.2
2021-04-03 03:10:00+08:00,22.454,22.99,23.2
2021-04-03 03:20:00+08:00,22.454,22.99,23.2
2021-04-03 03:30:00+08:00,22.454,22.99,23.2
2021-04-03 03:40:00+08:00,22.454,22.99,23.2
2021-04-03 03:50:00+08:00,22.454,22.99,23.2
2021-04-03 04:00:00+08:00,22.453,22.99,23.2
2021-04-03 04:10:00+08:00,22.454,22.99,23.2
2021-04-03 04:20:00+08:00,22.454,22.99,23.2
2021-04-03 04:30:00+08:00,22.454,22.99,23.2
2021-04-03 04:40:00+08:00,22.453,22.99,23.2
2021-04-03 04:50:00+08:00,22.45606967,22.99,23.2
2021-04-03 05:00:00+08:00,22.479816,22.99,23.2
2021-04-03 05:10:00+08:00,22.523,22.98,23.2
2021-04-03 05:20:00+08:00,22.518,22.98,23.2
2021-04-03 05:30:00+08:00,22.518,22.98,23.2
2021-04-03 05:40:00+08:00,22.521,22.98,23.2
2021-04-03 05:50:00+08:00,22.521,22.98,23.2
2021-04-03 06:00:00+08:00,22.519,22.98,23.2
2021-04-03 06:10:00+08:00,22.518,23,23.2
2021-04-03 06:20:00+08:00,22.517,23,23.2
2021-04-03 06:30:00+08:00,22.528017,23,23.2
2021-04-03 06:40:00+08:00,22.588,23.02,23.2
2021-04-03 06:50:00+08:00,22.582,23.01,23.2
2021-04-03 07:00:00+08:00,22.601872,23.01,23.2
2021-04-03 07:10:00+08:00,22.59414333,23.01,23.2
2021-04-03 07:20:00+08:00,22.583735,23.01,23.2
2021-04-03 07:30:00+08:00,22.581,23.01,23.2
2021-04-03 07:40:00+08:00,22.582,23.01,23.2
2021-04-03 07:50:00+08:00,22.582,23.01,23.2
2021-04-03 08:00:00+08:00,23.034,23.01,23.2
2021-04-03 08:10:00+08:00,22.518,23.01,23.2
2021-04-03 08:20:00+08:00,22.610133,23.01,23.2
2021-04-03 08:30:00+08:00,22.62683833,23.02,23.2
2021-04-03 08:40:00+08:00,22.72058533,23.02,23.2
2021-04-03 08:50:00+08:00,22.721,23.02,23.2
2021-04-03 09:00:00+08:00,22.724,23.02,23.2
2021-04-03 09:10:00+08:00,22.725,22.99,23.1
2021-04-03 09:20:00+08:00,22.726,22.995,23.1
2021-04-03 09:30:00+08:00,22.729,22.995,23.1
2021-04-03 09:40:00+08:00,22.729,22.995,23.1
2021-04-03 09:50:00+08:00,22.73160167,23,23.1
2021-04-03 10:00:00+08:00,22.7649305,23.005,23.1
2021-04-03 10:10:00+08:00,22.8,23.015,23.1
2021-04-03 10:20:00+08:00,22.798,23.01,23.1
2021-04-03 10:30:00+08:00,22.8,23.015,23.1
2021-04-03 10:40:00+08:00,22.803,23.015,23.1
2021-04-03 10:50:00+08:00,22.801,23.015,23.1
2021-04-03 11:00:00+08:00,22.804,23.015,23.1
2021-04-03 11:10:00+08:00,22.805,23.02,23.1
2021-04-03 11:20:00+08:00,22.806,23.02,23.1
2021-04-03 11:30:00+08:00,22.806,23.02,23.1
2021-04-03 11:40:00+08:00,22.809,23.02,23.1
2021-04-03 11:50:00+08:00,22.81,23.02,23.1
2021-04-03 12:00:00+08:00,22.811,23.02,23.1
2021-04-03 12:10:00+08:00,22.8143285,23.03,23.1
2021-04-03 12:20:00+08:00,22.86723967,22.99,23
2021-04-03 12:30:00+08:00,22.88,22.99,23
2021-04-03 12:40:00+08:00,22.884,22.99,23
2021-04-03 12:50:00+08:00,22.883,22.99,23
2021-04-03 13:00:00+08:00,22.884,22.99,23
2021-04-03 13:10:00+08:00,22.885,22.99,23
2021-04-03 13:20:00+08:00,22.89506033,23,23
2021-04-03 13:30:00+08:00,22.94857933,23.01,23
2021-04-03 13:40:00+08:00,22.948,23.01,23
2021-04-03 13:50:00+08:00,22.945,23,23
2021-04-03 14:00:00+08:00,22.96695283,23,23
2021-04-03 14:10:00+08:00,23.013,23,23
2021-04-03 14:20:00+08:00,23.012,23,23
2021-04-03 14:30:00+08:00,23.012,23,23
2021-04-03 14:40:00+08:00,23.011,23,23
2021-04-03 14:50:00+08:00,23.01796433,23,23
2021-04-03 15:00:00+08:00,23.0563285,23,23
2021-04-03 15:10:00+08:00,23.079,22.9272,22.81
2021-04-03 15:20:00+08:00,23.078,22.92425,22.81
2021-04-03 15:30:00+08:00,23.077,22.9804,22.92
2021-04-03 15:40:00+08:00,23.074,22.9794,22.92
2021-04-03 15:50:00+08:00,23.12334083,22.9332,22.81
2021-04-03 16:00:00+08:00,23.142,22.93525,22.81
2021-04-03 16:10:00+08:00,23.138,22.9322,22.81
2021-04-03 16:20:00+08:00,23.13858183,22.93225,22.81
2021-04-03 16:30:00+08:00,23.095698,22.977,22.92
2021-04-03 16:40:00+08:00,23.09130117,22.9794,22.92
2021-04-03 16:50:00+08:00,23.08149633,22.9362,22.81
2021-04-03 17:00:00+08:00,23.11987633,22.9312,22.81
2021-04-03 17:10:00+08:00,23.136,22.93125,22.81
2021-04-03 17:20:00+08:00,23.132,22.9312,22.81
2021-04-03 17:30:00+08:00,23.133,22.9312,22.81
2021-04-03 17:40:00+08:00,23.132,22.9292,22.81
2021-04-03 17:50:00+08:00,23.133,22.9292,22.81
2021-04-03 18:00:00+08:00,23.132,22.9292,22.81
2021-04-03 18:10:00+08:00,23.132,22.92425,22.81
2021-04-03 18:20:00+08:00,23.132,22.92425,22.81
2021-04-03 18:30:00+08:00,23.132,22.9242,22.81
2021-04-03 18:40:00+08:00,23.13,22.98,22.92
2021-04-03 18:50:00+08:00,23.13,22.9794,22.92
2021-04-03 19:00:00+08:00,23.129,22.9774,22.92
2021-04-03 19:10:00+08:00,23.127,22.9764,22.92
2021-04-03 19:20:00+08:00,23.126,22.9764,22.92
2021-04-03 19:30:00+08:00,23.126,22.9764,22.92
2021-04-03 19:40:00+08:00,23.127,22.9764,22.92
2021-04-03 19:50:00+08:00,23.127,22.9764,22.92
2021-04-03 20:00:00+08:00,23.126,22.9764,22.92
2021-04-03 20:10:00+08:00,23.126,22.9764,22.92
2021-04-03 20:20:00+08:00,23.125,22.9764,22.92
2021-04-03 20:30:00+08:00,23.126,22.9764,22.92
2021-04-03 20:40:00+08:00,23.125,22.977,22.92
2021-04-03 20:50:00+08:00,23.125,22.977,22.92
2021-04-03 21:00:00+08:00,23.124,22.977,22.92
2021-04-03 21:10:00+08:00,23.122,22.972,22.92
2021-04-03 21:20:00+08:00,23.122,22.9714,22.92
2021-04-03 21:30:00+08:00,23.122,22.9714,22.92
2021-04-03 21:40:00+08:00,23.122,22.9714,22.92
2021-04-03 21:50:00+08:00,23.122,22.972,22.92
2021-04-03 22:00:00+08:00,23.124,22.9724,22.92
2021-04-03 22:10:00+08:00,23.124,22.9724,22.92
2021-04-03 22:20:00+08:00,23.12698767,22.9724,22.92
2021-04-03 22:30:00+08:00,23.1232685,22.9714,22.92
2021-04-03 22:40:00+08:00,23.13835317,22.976,22.92
2021-04-03 22:50:00+08:00,23.1539085,22.9704,22.92
2021-04-03 23:00:00+08:00,23.188958,22.9714,22.92
2021-04-03 23:10:00+08:00,23.19,22.9714,22.92
2021-04-03 23:20:00+08:00,23.191,22.9714,22.92
2021-04-03 23:30:00+08:00,23.19,22.972,22.92
2021-04-03 23:40:00+08:00,23.19,22.972,22.92
2021-04-03 23:50:00+08:00,23.19,22.972,22.92
2021-04-04 00:00:00+08:00,23.191,22.972,22.92
2021-04-04 00:10:00+08:00,23.191,22.9292,22.81
2021-04-04 00:20:00+08:00,23.19,22.92825,22.81
2021-04-04 00:30:00+08:00,23.19,22.9282,22.81
2021-04-04 00:40:00+08:00,23.19,22.92825,22.81
2021-04-04 00:50:00+08:00,23.191,22.9292,22.81
2021-04-04 01:00:00+08:00,23.19,22.9282,22.81
2021-04-04 01:10:00+08:00,23.19,22.9282,22.81
2021-04-04 01:20:00+08:00,23.19,22.9282,22.81
2021-04-04 01:30:00+08:00,23.19,22.9282,22.81
2021-04-04 01:40:00+08:00,23.189,22.9282,22.81
2021-04-04 01:50:00+08:00,23.189,22.9282,22.81
2021-04-04 02:00:00+08:00,23.189,22.9282,22.81
2021-04-04 02:10:00+08:00,23.18934483,22.9282,22.81
2021-04-04 02:20:00+08:00,23.186,22.9282,22.81
2021-04-04 02:30:00+08:00,23.188,22.92825,22.81
2021-04-04 02:40:00+08:00,23.21770333,22.92825,22.81
2021-04-04 02:50:00+08:00,23.258,22.92825,22.81
2021-04-04 03:00:00+08:00,23.254,22.92825,22.81
2021-04-04 03:10:00+08:00,23.254,22.93825,22.81
2021-04-04 03:20:00+08:00,23.254,22.9382,22.81
2021-04-04 03:30:00+08:00,23.255,22.9402,22.81
2021-04-04 03:40:00+08:00,23.255,22.9402,22.81
2021-04-04 03:50:00+08:00,23.254,22.9382,22.81
2021-04-04 04:00:00+08:00,23.255,22.9402,22.81
2021-04-04 04:10:00+08:00,23.254,22.9382,22.81
2021-04-04 04:20:00+08:00,23.255,22.9402,22.81
2021-04-04 04:30:00+08:00,23.254,22.9382,22.81
2021-04-04 04:40:00+08:00,23.254,22.9382,22.81
2021-04-04 04:50:00+08:00,23.253,22.9382,22.81
2021-04-04 05:00:00+08:00,23.253,22.9382,22.81
2021-04-04 05:10:00+08:00,23.253,22.9382,22.81
2021-04-04 05:20:00+08:00,23.253,22.9382,22.81
2021-04-04 05:30:00+08:00,23.25,22.9382,22.81
2021-04-04 05:40:00+08:00,23.249,22.9382,22.81
2021-04-04 05:50:00+08:00,23.248,22.93725,22.81
2021-04-04 06:00:00+08:00,23.248,22.93725,22.81
2021-04-04 06:10:00+08:00,23.248,22.9322,22.81
2021-04-04 06:20:00+08:00,23.247,22.93125,22.81
2021-04-04 06:30:00+08:00,23.247,22.93125,22.81
