Time,PAH-VFD_SPD,PAH-OA_FLOW,PAH-ST1,PAH-FAN_RUN_CMD,PAH-SA_T,PAH-DMP_POS
2021-02-01 05:50:00+08:00,0,0,0,0,19.6,2.1
2021-02-01 06:00:00+08:00,0,0,0,0,19.6,2.1
2021-02-01 06:10:00+08:00,0,0,0,0,19.6,2.1
2021-02-01 06:20:00+08:00,0,0,0,0,19.51052783,2.1
2021-02-01 06:30:00+08:00,0,0,0,0,19.39829267,2.1
2021-02-01 06:40:00+08:00,0,0,0,0,19.0977785,2.1
2021-02-01 06:50:00+08:00,0,0,0,0,18.90446967,2.1
2021-02-01 07:00:00+08:00,26.86766667,1721.221774,0.86087,0.993693333,17.28641567,46.28277227
2021-02-01 07:10:00+08:00,30,2013.493854,1,1,15.41640883,50.8
2021-02-01 07:20:00+08:00,30,2014.125262,1,1,15.2,50.83186559
2021-02-01 07:30:00+08:00,30,2015.474665,1,1,15.27913,50.9
2021-02-01 07:40:00+08:00,30,2015.474665,1,1,15.694747,50.9
2021-02-01 07:50:00+08:00,30,2015.474665,1,1,16.0030365,50.9
2021-02-01 08:00:00+08:00,29.928987,2010.703835,1,1,16.2,50.9
2021-02-01 08:10:00+08:00,29.9,2008.756416,1,1,16.2,50.9
2021-02-01 08:20:00+08:00,29.9,2008.756416,1,1,16.3053255,50.9
2021-02-01 08:30:00+08:00,29.9,2008.756416,1,1,16.62895017,50.9
2021-02-01 08:40:00+08:00,29.9,2008.756416,1,1,16.93458883,50.9
2021-02-01 08:50:00+08:00,29.9,2008.756416,1,1,17.22718167,50.9
2021-02-01 09:00:00+08:00,29.9,2008.756416,1,1,17.705509,50.9
2021-02-01 09:10:00+08:00,29.9,2008.756416,1,1,18.12212583,50.9
2021-02-01 09:20:00+08:00,29.9,2008.130293,1,1,18.56209,50.86827423
2021-02-01 09:30:00+08:00,29.9,2006.782208,1,1,18.778507,50.8
2021-02-01 09:40:00+08:00,29.9,2006.782208,1,1,19.20715433,50.8
2021-02-01 09:50:00+08:00,29.9,2007.41009,1,1,19.74361233,50.83179361
2021-02-01 10:00:00+08:00,29.9,2008.756416,1,1,20.27533317,50.9
2021-02-01 10:10:00+08:00,29.9,2008.756416,1,1,20.747507,50.9
2021-02-01 10:20:00+08:00,29.9,2008.756416,1,1,21.12825933,50.9
2021-02-01 10:30:00+08:00,29.9,2008.756416,1,1,21.289974,50.9
2021-02-01 10:40:00+08:00,29.9,2008.756416,1,1,21.6074055,50.9
2021-02-01 10:50:00+08:00,29.9,2008.756416,1,1,21.9338015,50.9
2021-02-01 11:00:00+08:00,29.9,2008.756416,1,1,22.40422117,50.9
2021-02-01 11:10:00+08:00,29.9,2008.756416,1,1,21.66644,50.9
2021-02-01 11:20:00+08:00,29.9,2008.12962,1,1,21.32184767,50.86824011
2021-02-01 11:30:00+08:00,29.9,2006.782208,1,1,20.9277845,50.8
2021-02-01 11:40:00+08:00,29.9,2006.782208,1,1,20.99623683,50.8
2021-02-01 11:50:00+08:00,29.9,2006.782208,1,1,21.096906,50.8
2021-02-01 12:00:00+08:00,29.9,2006.782208,1,1,20.9785805,50.8
2021-02-01 12:10:00+08:00,29.9,2006.782208,1,1,21.04973117,50.8
2021-02-01 12:20:00+08:00,29.9,2007.40534,1,1,21.0086375,50.83155302
2021-02-01 12:30:00+08:00,29.9,2008.756416,1,1,21.05000667,50.9
2021-02-01 12:40:00+08:00,29.9,2008.756416,1,1,21.1403235,50.9
2021-02-01 12:50:00+08:00,29.9,2008.756416,1,1,21.0747745,50.9
2021-02-01 13:00:00+08:00,29.9,2008.756416,1,1,20.9,50.9
2021-02-01 13:10:00+08:00,29.9,2008.756416,1,1,20.98563517,50.9
2021-02-01 13:20:00+08:00,29.9,2008.130856,1,1,21.04458167,50.86830275
2021-02-01 13:30:00+08:00,29.9,2006.782208,1,1,21.10707683,50.8
2021-02-01 13:40:00+08:00,29.9,2006.782208,1,1,21.01058567,50.8
2021-02-01 13:50:00+08:00,29.9,2006.782208,1,1,20.981633,50.8
2021-02-01 14:00:00+08:00,29.9,2006.782208,1,1,21.1194715,50.8
2021-02-01 14:10:00+08:00,29.9,2006.782208,1,1,21.040532,50.8
2021-02-01 14:20:00+08:00,29.9,2007.407468,1,1,21.014979,50.83166078
2021-02-01 14:30:00+08:00,29.9,2008.756416,1,1,21.13107267,50.9
2021-02-01 14:40:00+08:00,29.9,2008.756416,1,1,21.095036,50.9
2021-02-01 14:50:00+08:00,29.9,2008.756416,1,1,21.0401515,50.9
2021-02-01 15:00:00+08:00,29.9,2008.756416,1,1,21.03052067,50.9
2021-02-01 15:10:00+08:00,29.9,2008.756416,1,1,21.02931833,50.9
2021-02-01 15:20:00+08:00,29.9,2008.134442,1,1,21.03937717,50.86848441
2021-02-01 15:30:00+08:00,29.9,2006.782208,1,1,21.04261133,50.8
2021-02-01 15:40:00+08:00,29.9,2006.782208,1,1,21.12296783,50.8
2021-02-01 15:50:00+08:00,29.9,2006.782208,1,1,20.989532,50.8
2021-02-01 16:00:00+08:00,41.80522667,3787.050595,1,1,21.28277417,92.54365645
2021-02-01 16:10:00+08:00,48.1,4527.151392,1,1,21.16000917,99.9
2021-02-01 16:20:00+08:00,45.60711567,4172.522541,1,1,21.06044167,94.39256206
2021-02-01 16:30:00+08:00,29.9,2014.667433,1,1,20.842617,51.2
2021-02-01 16:40:00+08:00,29.9,2014.667433,1,1,21.0413365,51.2
2021-02-01 16:50:00+08:00,29.9,2014.667433,1,1,20.90300667,51.2
2021-02-01 17:00:00+08:00,29.9,2014.667433,1,1,21.02228667,51.2
2021-02-01 17:10:00+08:00,29.9,2014.667433,1,1,21.043669,51.2
2021-02-01 17:20:00+08:00,29.9,2014.667433,1,1,21.02637917,51.2
2021-02-01 17:30:00+08:00,29.9,2014.667433,1,1,21.16692483,51.2
2021-02-01 17:40:00+08:00,29.9,2014.667433,1,1,21.10624383,51.2
2021-02-01 17:50:00+08:00,29.9,2014.667433,1,1,20.899661,51.2
2021-02-01 18:00:00+08:00,29.9,2014.667433,1,1,21.36159767,51.2
2021-02-01 18:10:00+08:00,29.9,2014.667433,1,1,21.8,51.2
2021-02-01 18:20:00+08:00,29.9,2014.667433,1,1,21.7632275,51.2
2021-02-01 18:30:00+08:00,29.9,2014.667433,1,1,21.7,51.2
2021-02-01 18:40:00+08:00,29.9,2014.667433,1,1,21.65492983,51.2
2021-02-01 18:50:00+08:00,29.9,2014.667433,1,1,21.53823967,51.2
2021-02-01 19:00:00+08:00,29.9,2014.667433,1,1,21.4,51.2
2021-02-01 19:10:00+08:00,29.9,2014.667433,1,1,21.296608,51.2
2021-02-01 19:20:00+08:00,29.9,2014.667433,1,1,21.1283115,51.2
2021-02-01 19:30:00+08:00,29.9,2014.667433,1,1,21.1,51.2
2021-02-01 19:40:00+08:00,29.9,2014.667433,1,1,21.000044,51.2
2021-02-01 19:50:00+08:00,29.9,2014.667433,1,1,20.56838983,51.2
2021-02-01 20:00:00+08:00,29.9,2014.667433,1,1,20.5,51.2
2021-02-01 20:10:00+08:00,29.9,2014.667433,1,1,20.4584415,51.2
2021-02-01 20:20:00+08:00,29.9,2014.667433,1,1,20.05365083,51.2
2021-02-01 20:30:00+08:00,29.9,2014.667433,1,1,19.843477,51.2
2021-02-01 20:40:00+08:00,29.9,2014.667433,1,1,19.6184145,51.2
2021-02-01 20:50:00+08:00,29.9,2014.667433,1,1,19.43186167,51.2
2021-02-01 21:00:00+08:00,29.9,2014.667433,1,0.001128333,19.4,51.2
2021-02-01 21:10:00+08:00,29.9,2014.667433,1,0,19.4,51.2
2021-02-01 21:20:00+08:00,29.9,2014.667433,1,0,19.33028333,51.2
2021-02-01 21:30:00+08:00,29.9,2014.667433,1,0,19.2,51.2
2021-02-01 21:40:00+08:00,29.9,2014.667433,1,0,19.1003205,51.2
2021-02-01 21:50:00+08:00,29.9,2014.667433,1,0,19,51.2
2021-02-01 22:00:00+08:00,29.9,2014.667433,1,0,18.91038,51.2
2021-02-01 22:10:00+08:00,29.9,2014.667433,1,0,18.8,51.2
2021-02-01 22:20:00+08:00,29.9,2014.667433,1,0,18.75187783,51.2
2021-02-01 22:30:00+08:00,29.9,2014.667433,1,0,18.61187917,51.2
2021-02-01 22:40:00+08:00,29.9,2014.667433,1,0,18.5318905,51.2
2021-02-01 22:50:00+08:00,29.9,2014.667433,1,0,18.5,51.2
2021-02-01 23:00:00+08:00,29.9,2014.667433,1,0,18.41024333,51.2
2021-02-01 23:10:00+08:00,29.9,2014.667433,1,0,18.36693167,51.2
2021-02-01 23:20:00+08:00,29.9,2014.667433,1,0,18.29861967,51.2
2021-02-01 23:30:00+08:00,29.9,2014.667433,1,0,18.2,51.2
2021-02-01 23:40:00+08:00,29.9,2014.667433,1,0,18.2,51.2
2021-02-01 23:50:00+08:00,29.9,2014.667433,1,0,18.17533033,51.2
2021-02-02 00:00:00+08:00,29.9,2014.667433,1,0,18.06034417,51.2
2021-02-02 00:10:00+08:00,29.9,2014.667433,1,0,17.846816,51.2
2021-02-02 00:20:00+08:00,29.9,2014.667433,1,0,17.1592965,51.2
2021-02-02 00:30:00+08:00,29.9,2014.667433,1,0,16.76038133,51.2
2021-02-02 00:40:00+08:00,29.9,2014.667433,1,0,16.63039,51.2
2021-02-02 00:50:00+08:00,29.9,2014.667433,1,0,16.59874067,51.2
2021-02-02 01:00:00+08:00,29.9,2014.667433,1,0,16.458747,51.2
2021-02-02 01:10:00+08:00,29.9,2014.667433,1,0,16.2475185,51.2
2021-02-02 01:20:00+08:00,29.9,2014.667433,1,0,16.2,51.2
2021-02-02 01:30:00+08:00,29.9,2014.667433,1,0,16.2,51.2
2021-02-02 01:40:00+08:00,29.9,2014.667433,1,0,16.24618617,51.2
2021-02-02 01:50:00+08:00,29.9,2014.667433,1,0,16.389012,51.2
2021-02-02 02:00:00+08:00,29.9,2014.667433,1,0,16.5,51.2
2021-02-02 02:10:00+08:00,29.9,2014.667433,1,0,16.5244605,51.2
2021-02-02 02:20:00+08:00,29.9,2014.667433,1,0,16.55887267,51.2
2021-02-02 02:30:00+08:00,29.9,2014.667433,1,0,16.5,51.2
2021-02-02 02:40:00+08:00,29.9,2014.667433,1,0,16.55049,51.2
2021-02-02 02:50:00+08:00,29.9,2014.667433,1,0,16.86322467,51.2
2021-02-02 03:00:00+08:00,29.9,2014.667433,1,0,16.95453067,51.2
2021-02-02 03:10:00+08:00,29.9,2014.667433,1,0,16.71226933,51.2
2021-02-02 03:20:00+08:00,29.9,2014.667433,1,0,16.622291,51.2
2021-02-02 03:30:00+08:00,29.9,2014.667433,1,0,16.693728,51.2
2021-02-02 03:40:00+08:00,29.9,2014.667433,1,0,16.72463433,51.2
2021-02-02 03:50:00+08:00,29.9,2014.667433,1,0,16.510655,51.2
2021-02-02 04:00:00+08:00,29.9,2014.667433,1,0,16.54432517,51.2
2021-02-02 04:10:00+08:00,29.9,2014.667433,1,0,16.6,51.2
2021-02-02 04:20:00+08:00,29.9,2014.667433,1,0,16.6,51.2
2021-02-02 04:30:00+08:00,29.9,2014.667433,1,0,16.57904833,51.2
2021-02-02 04:40:00+08:00,29.9,2014.667433,1,0,16.364512,51.2
2021-02-02 04:50:00+08:00,29.9,2014.667433,1,0,16.004776,51.2
2021-02-02 05:00:00+08:00,29.9,2014.667433,1,0,15.9,51.2
2021-02-02 05:10:00+08:00,29.9,2014.667433,1,0,15.86332767,51.2
2021-02-02 05:20:00+08:00,29.9,2014.667433,1,0,15.96591083,51.2
2021-02-02 05:30:00+08:00,29.9,2014.667433,1,0,16.0592235,51.2
2021-02-02 05:40:00+08:00,29.9,2014.667433,1,0,16.03743917,51.2
2021-02-02 05:50:00+08:00,29.9,2014.667433,1,0,16.07921683,51.2
2021-02-02 06:00:00+08:00,29.9,2014.667433,1,0,16.1,51.2
2021-02-02 06:10:00+08:00,29.9,2014.667433,1,0,16.1,51.2
2021-02-02 06:20:00+08:00,29.9,2014.667433,1,0,16.15416683,51.2
2021-02-02 06:30:00+08:00,29.9,2014.667433,1,0,16.15417783,51.2
2021-02-02 06:40:00+08:00,29.9,2014.667433,1,0,16.1,51.2
2021-02-02 06:50:00+08:00,29.9,2014.667433,1,0,16.04586533,51.2
2021-02-02 07:00:00+08:00,29.9,2014.667433,1,0.99119,16.091548,51.2
2021-02-02 07:10:00+08:00,29.9,2014.667433,1,1,16.21408633,51.2
2021-02-02 07:20:00+08:00,29.9,2014.667433,1,1,16.383139,51.2
2021-02-02 07:30:00+08:00,29.9,2014.667433,1,1,16.5781155,51.2
2021-02-02 07:40:00+08:00,29.9,2014.667433,1,1,17.09355,51.2
2021-02-02 07:50:00+08:00,29.9,2014.667433,1,1,17.20400683,51.2
2021-02-02 08:00:00+08:00,29.9,2014.667433,1,1,17.4120205,51.2
2021-02-02 08:10:00+08:00,29.9,2014.667433,1,1,17.60133233,51.2
2021-02-02 08:20:00+08:00,29.9,2014.667433,1,1,17.8,51.2
2021-02-02 08:30:00+08:00,29.9,2014.667433,1,1,17.8,51.2
2021-02-02 08:40:00+08:00,29.9,2014.667433,1,1,17.97980033,51.2
2021-02-02 08:50:00+08:00,29.9,2014.667433,1,1,18.40680767,51.2
2021-02-02 09:00:00+08:00,29.9,2014.667433,1,1,18.6,51.2
2021-02-02 09:10:00+08:00,29.9,2014.667433,1,1,18.6,51.2
2021-02-02 09:20:00+08:00,29.9,2014.667433,1,1,18.603924,51.2
2021-02-02 09:30:00+08:00,29.9,2014.667433,1,1,18.77777983,51.2
2021-02-02 09:40:00+08:00,29.9,2014.667433,1,1,18.9855685,51.2
2021-02-02 09:50:00+08:00,29.9,2014.667433,1,1,19.04221383,51.2
2021-02-02 10:00:00+08:00,29.9,2014.667433,1,1,19.13219917,51.2
2021-02-02 10:10:00+08:00,29.9,2014.667433,1,1,19.23718883,51.2
2021-02-02 10:20:00+08:00,29.9,2014.667433,1,1,19.35770133,51.2
2021-02-02 10:30:00+08:00,29.9,2014.667433,1,1,19.641024,51.2
2021-02-02 10:40:00+08:00,29.9,2014.667433,1,1,19.7,51.2
2021-02-02 10:50:00+08:00,29.9,2014.667433,1,1,19.74215,51.2
2021-02-02 11:00:00+08:00,29.9,2014.667433,1,1,19.8921335,51.2
2021-02-02 11:10:00+08:00,29.9,2014.667433,1,1,19.927118,51.2
2021-02-02 11:20:00+08:00,29.9,2014.667433,1,1,20.07421,51.2
2021-02-02 11:30:00+08:00,29.9,2014.667433,1,1,20.22208983,51.2
2021-02-02 11:40:00+08:00,29.9,2014.667433,1,1,20.37343433,51.2
2021-02-02 11:50:00+08:00,29.9,2014.667433,1,1,20.24458367,51.2
2021-02-02 12:00:00+08:00,29.9,2014.667433,1,1,20.2,51.2
2021-02-02 12:10:00+08:00,29.9,2014.667433,1,1,19.963808,51.2
2021-02-02 12:20:00+08:00,29.9,2014.667433,1,1,19.88294417,51.2
2021-02-02 12:30:00+08:00,29.9,2014.667433,1,1,19.8,51.2
2021-02-02 12:40:00+08:00,29.9,2014.667433,1,1,19.8,51.2
2021-02-02 12:50:00+08:00,29.9,2014.667433,1,1,19.8,51.2
2021-02-02 13:00:00+08:00,29.9,2014.667433,1,1,19.8,51.2
2021-02-02 13:10:00+08:00,29.9,2014.667433,1,1,19.82699567,51.2
2021-02-02 13:20:00+08:00,39.96963533,3500.738907,1,1,20.0426325,86.50967409
2021-02-02 13:30:00+08:00,48.06634367,4523.983672,1,1,20.156026,99.9
2021-02-02 13:40:00+08:00,48,4517.739435,1,1,20,99.9
2021-02-02 13:50:00+08:00,34.06695183,2437.01128,1,1,19.84604367,57.71040617
2021-02-02 14:00:00+08:00,29.9,2012.699023,1,1,19.8,51.1
2021-02-02 14:10:00+08:00,29.9,2012.699023,1,1,19.8,51.1
2021-02-02 14:20:00+08:00,29.9,2013.268505,1,1,19.73309667,51.128921
2021-02-02 14:30:00+08:00,29.9,2014.667433,1,1,19.6047635,51.2
2021-02-02 14:40:00+08:00,29.9,2014.667433,1,1,19.54976867,51.2
2021-02-02 14:50:00+08:00,38.20361183,3356.378737,1,1,19.58177183,87.04396783
2021-02-02 15:00:00+08:00,52.16919,4910.141811,1,1,19.66499767,99.9
2021-02-02 15:10:00+08:00,48,4517.739435,1,1,19.6,99.9
2021-02-02 15:20:00+08:00,48,4517.739435,1,1,19.6,99.9
2021-02-02 15:30:00+08:00,48,4517.739435,1,1,19.6,99.9
2021-02-02 15:40:00+08:00,47.03667633,4427.071824,1,1,19.52833017,99.9
2021-02-02 15:50:00+08:00,48.1,4527.151392,1,1,19.5280315,99.9
2021-02-02 16:00:00+08:00,47.17714983,4440.29313,1,1,19.386664,99.9
2021-02-02 16:10:00+08:00,38.9,3661.251334,1,1,19.29806933,99.9
2021-02-02 16:20:00+08:00,38.9,3661.251334,1,1,19.15654383,99.9
2021-02-02 16:30:00+08:00,41.05787883,3864.349965,1,1,19.1,99.9
2021-02-02 16:40:00+08:00,44.559345,4193.90646,1,1,19.01321517,99.9
2021-02-02 16:50:00+08:00,43.04046,4050.949655,1,1,18.97812617,99.9
2021-02-02 17:00:00+08:00,39,3670.663291,1,1,18.8,99.9
2021-02-02 17:10:00+08:00,39,3670.663291,1,1,18.72492417,99.9
2021-02-02 17:20:00+08:00,39,3670.663291,1,1,18.668278,99.9
2021-02-02 17:30:00+08:00,39,3670.663291,1,1,18.57657933,99.9
2021-02-02 17:40:00+08:00,39,3670.663291,1,1,18.4,99.9
2021-02-02 17:50:00+08:00,39,3670.663291,1,1,18.3149415,99.9
2021-02-02 18:00:00+08:00,39,3670.663291,1,1,18.285022,99.9
2021-02-02 18:10:00+08:00,39,3670.663291,1,1,18.224998,99.9
2021-02-02 18:20:00+08:00,40.200105,3783.616659,1,1,18.219981,99.9
2021-02-02 18:30:00+08:00,39.18250317,3687.840411,1,1,18.28838767,99.9
2021-02-02 18:40:00+08:00,39,3670.663291,1,1,18.2,99.9
2021-02-02 18:50:00+08:00,39,3670.663291,1,1,18.2,99.9
2021-02-02 19:00:00+08:00,39,3670.663291,1,1,18.2,99.9
2021-02-02 19:10:00+08:00,39,3670.663291,1,1,18.2,99.9
2021-02-02 19:20:00+08:00,33.11133367,2620.886678,1,1,18.23153617,70.6559507
2021-02-02 19:30:00+08:00,29.9,2017.895761,1,1,18.3,51.36421849
2021-02-02 19:40:00+08:00,29.9,2012.699023,1,1,18.3,51.1
2021-02-02 19:50:00+08:00,29.9,2012.699023,1,1,18.255166,51.1
2021-02-02 20:00:00+08:00,29.9,2012.699023,1,1,18.2,51.1
2021-02-02 20:10:00+08:00,29.9,2012.699023,1,1,18.2,51.1
2021-02-02 20:20:00+08:00,29.9,2012.199257,1,1,18.24472633,51.07462622
2021-02-02 20:30:00+08:00,29.9,2010.728686,1,1,18.3,51
2021-02-02 20:40:00+08:00,29.9,2010.728686,1,1,18.26020883,51
2021-02-02 20:50:00+08:00,29.9,2010.728686,1,1,18.21976517,51
2021-02-02 21:00:00+08:00,8.540935,262.4358426,0.252308333,0.002301667,18.33309383,10.64733872
2021-02-02 21:10:00+08:00,0,0,0,0,7.418403167,2.1
2021-02-02 21:20:00+08:00,0,0,0,0,18.76640683,2.1
2021-02-02 21:30:00+08:00,0,0,0,0,17.0035935,2.1
2021-02-02 21:40:00+08:00,0,0,0,0,19,2.1
2021-02-02 21:50:00+08:00,0,0,0,0,19.08968183,2.1
2021-02-02 22:00:00+08:00,0,0,0,0,19.19465883,2.1
2021-02-02 22:10:00+08:00,0,0,0,0,19.26297817,2.1
2021-02-02 22:20:00+08:00,0,0,0,0,19.3,2.1
2021-02-02 22:30:00+08:00,0,0,0,0,19.38294517,2.1
2021-02-02 22:40:00+08:00,0,0,0,0,19.41460217,2.1
2021-02-02 22:50:00+08:00,0,0,0,0,19.5,2.1
2021-02-02 23:00:00+08:00,0,0,0,0,19.5845785,2.1
2021-02-02 23:10:00+08:00,0,0,0,0,19.6,2.1
2021-02-02 23:20:00+08:00,0,0,0,0,19.6,2.1
2021-02-02 23:30:00+08:00,0,0,0,0,19.69621833,2.1
2021-02-02 23:40:00+08:00,0,0,0,0,19.7,2.1
2021-02-02 23:50:00+08:00,0,0,0,0,19.7,2.1
2021-02-03 00:00:00+08:00,0,0,0,0,19.75951117,2.1
2021-02-03 00:10:00+08:00,0,0,0,0,19.8,2.1
2021-02-03 00:20:00+08:00,0,0,0,0,19.8,2.1
2021-02-03 00:30:00+08:00,0,0,0,0,17.258835,2.1
2021-02-03 00:40:00+08:00,0,0,0,0,0,2.1
2021-02-03 00:50:00+08:00,0,0,0,0,0,2.1
2021-02-03 01:00:00+08:00,0,0,0,0,0,2.1
2021-02-03 01:10:00+08:00,0,0,0,0,15.47679383,2.1
2021-02-03 01:20:00+08:00,0,0,0,0,13.38387767,2.1
2021-02-03 01:30:00+08:00,0,0,0,0,14.4747625,2.1
2021-02-03 01:40:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 01:50:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 02:00:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 02:10:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 02:20:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 02:30:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 02:40:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 02:50:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 03:00:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 03:10:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 03:20:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 03:30:00+08:00,0,0,0,0,19.94930233,2.1
2021-02-03 03:40:00+08:00,0,0,0,0,20,2.1
2021-02-03 03:50:00+08:00,0,0,0,0,20,2.1
2021-02-03 04:00:00+08:00,0,0,0,0,19.95073483,2.1
2021-02-03 04:10:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 04:20:00+08:00,0,0,0,0,19.9,2.1
2021-02-03 04:30:00+08:00,0,0,0,0,19.94755967,2.1
2021-02-03 04:40:00+08:00,0,0,0,0,20,2.1
2021-02-03 04:50:00+08:00,0,0,0,0,20,2.1
2021-02-03 05:00:00+08:00,0,0,0,0,20,2.1
2021-02-03 05:10:00+08:00,0,0,0,0,20,2.1
2021-02-03 05:20:00+08:00,0,0,0,0,14.99993333,2.1
2021-02-03 05:30:00+08:00,0,0,0,0,20,2.1
2021-02-03 05:40:00+08:00,0,0,0,0,12.9973,2.1
2021-02-03 05:50:00+08:00,0,0,0,0,20,2.1
2021-02-03 06:00:00+08:00,0,0,0,0,20,2.1
2021-02-03 06:10:00+08:00,0,0,0,0,20,2.1
2021-02-03 06:20:00+08:00,0,0,0,0,20,2.1
2021-02-03 06:30:00+08:00,0,0,0,0,20,2.1
2021-02-03 06:40:00+08:00,0,0,0,0,20,2.1
2021-02-03 06:50:00+08:00,0,0,0,0,20,2.1
2021-02-03 07:00:00+08:00,25.192,1567.480752,0.873113333,0.989778333,19.0199045,43.66010169
2021-02-03 07:10:00+08:00,30,2015.474665,1,1,17.67919083,50.9
2021-02-03 07:20:00+08:00,30,2015.474665,1,1,17.5,50.9
2021-02-03 07:30:00+08:00,30,2015.474665,1,1,17.5,50.9
2021-02-03 07:40:00+08:00,30,2015.474665,1,1,17.5505775,50.9
2021-02-03 07:50:00+08:00,30,2015.474665,1,1,17.737801,50.9
2021-02-03 08:00:00+08:00,30,2015.474665,1,1,17.8605435,50.9
2021-02-03 08:10:00+08:00,30,2015.474665,1,1,18.02773967,50.9
2021-02-03 08:20:00+08:00,30,2015.474665,1,1,18.246066,50.9
2021-02-03 08:30:00+08:00,30,2015.474665,1,1,18.5004055,50.9
2021-02-03 08:40:00+08:00,30,2015.474665,1,1,18.75050067,50.9
2021-02-03 08:50:00+08:00,30,2015.474665,1,1,18.80546667,50.9
2021-02-03 09:00:00+08:00,30,2015.474665,1,1,18.900444,50.9
2021-02-03 09:10:00+08:00,30,2015.474665,1,1,19.127991,50.9
2021-02-03 09:20:00+08:00,30,2015.474665,1,1,19.45464933,50.9
2021-02-03 09:30:00+08:00,30,2015.474665,1,1,19.719193,50.9
2021-02-03 09:40:00+08:00,30,2015.474665,1,1,19.929181,50.9
2021-02-03 09:50:00+08:00,30,2015.474665,1,1,20.12124967,50.9
2021-02-03 10:00:00+08:00,30,2015.474665,1,1,20.37238017,50.9
2021-02-03 10:10:00+08:00,33.681449,2779.971491,1,1,20.609502,76.82538685
2021-02-03 10:20:00+08:00,33.87836833,3106.066346,1,1,20.9515205,94.79427083
2021-02-03 10:30:00+08:00,34.55295,2992.429563,1,1,21.17536267,84.58302537
2021-02-03 10:40:00+08:00,39,3670.663291,1,1,21.3657235,99.9
2021-02-03 10:50:00+08:00,39,3671.058496,1,1,21.6326985,99.92151282
2021-02-03 11:00:00+08:00,39,3491.712149,1,1,21.82533633,90.39684209
2021-02-03 11:10:00+08:00,30.02131817,2020.865477,1,1,21.913662,51.1
2021-02-03 11:20:00+08:00,29.9,2018.844812,1,1,22.030312,51.41254476
2021-02-03 11:30:00+08:00,37.7412785,3523.454401,1,1,22.35486633,98.2900826
2021-02-03 11:40:00+08:00,34.823765,2858.206002,1,1,22.64000517,75.96984005
2021-02-03 11:50:00+08:00,36.750207,3392.990301,1,1,22.7024375,96.12830005
